timestamp,pm25,pm10,NO (ug/m3),no2,NOx (ppb),NH3 (ug/m3),so2,co,o3,AT (degC),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),latitude,longitude,station
2024-01-01 00:00:00,190.0,266.0,17.725,61.2,47.025,29.5,25.85,1.35,15.275,10.5,75.225,0.325,177.0,5.375,991.9,1.025,28.5601,77.1835,RK_Puram
2024-01-01 01:00:00,191.0,283.0,14.15,62.95,45.025,34.025,27.3,1.275,19.4,10.3,75.675,0.375,191.5,5.325,991.925,1.0,28.5601,77.1835,RK_Puram
2024-01-01 02:00:00,183.75,278.5,8.1,67.80000000000001,42.65,25.95,26.9,1.2,16.5,10.225,75.75,0.45,191.25,5.275,991.925,0.925,28.5601,77.1835,RK_Puram
2024-01-01 03:00:00,182.5,272.75,3.925,66.45,38.55,20.0,24.25,1.225,15.625,9.95,75.42500000000001,0.4,200.75,5.15,991.9,0.95,28.5601,77.1835,RK_Puram
2024-01-01 04:00:00,193.75,279.75,7.0,65.675,40.6,23.25,26.075000000000003,1.35,11.75,10.025,75.625,0.3,186.0,5.075,991.9,0.9,28.5601,77.1835,RK_Puram
2024-01-01 05:00:00,203.75,308.75,5.075,59.625,35.825,23.2,26.65,1.225,11.625,10.075,75.475,0.35,179.0,5.1,991.9,0.8250000000000001,28.5601,77.1835,RK_Puram
2024-01-01 06:00:00,199.0,300.0,3.85,54.25,32.0,21.825,25.475,1.2,12.2,10.025,75.14999999999999,0.325,209.75,5.125,991.9,0.8,28.5601,77.1835,RK_Puram
2024-01-01 07:00:00,195.5,300.0,5.65,46.575,29.325,22.975,22.625,1.05,15.75,9.775,74.775,0.425,207.25,8.1,991.925,0.8500000000000001,28.5601,77.1835,RK_Puram
2024-01-01 08:00:00,194.5,295.0,7.375,46.0,30.5,26.35,24.4,1.0,16.0,9.775,74.55,0.35,195.25,17.6,991.9,1.0,28.5601,77.1835,RK_Puram
2024-01-01 09:00:00,192.0,303.5,9.6,47.925,33.325,24.75,23.6,0.95,18.325,10.175,72.725,0.425,183.25,38.775,991.9,1.05,28.5601,77.1835,RK_Puram
2024-01-01 10:00:00,181.25,293.75,12.25,54.95,39.225,25.225,23.25,1.025,24.275,10.9,69.475,0.625,188.75,75.6,991.8,1.175,28.5601,77.1835,RK_Puram
2024-01-01 11:00:00,197.25,306.25,13.05,51.325,37.925,20.525,23.525,1.2,33.9,12.65,64.35,0.825,175.5,191.5,991.775,1.2,28.5601,77.1835,RK_Puram
2024-01-01 12:00:00,226.0,331.25,6.55,51.025,32.475,20.65,24.175,1.0,54.825,14.775,57.45,0.8,197.75,215.35,991.8,1.4249999999999998,28.5601,77.1835,RK_Puram
2024-01-01 13:00:00,208.25,322.25,5.75,60.225,36.725,19.95,23.775,1.0,75.925,16.325000000000003,53.275,0.675,210.5,190.625,991.75,1.275,28.5601,77.1835,RK_Puram
2024-01-01 14:00:00,232.75,365.75,5.15,57.05,34.525,21.35,23.575,1.25,89.225,15.85,54.875,0.825,193.5,115.4,991.725,1.4,28.5601,77.1835,RK_Puram
2024-01-01 15:00:00,244.25,411.5,3.925,51.325,30.525,22.125,21.45,1.1,80.45,14.525,58.475,0.8,183.75,63.45,991.8,1.4249999999999998,28.5601,77.1835,RK_Puram
2024-01-01 16:00:00,224.25,377.25,4.4,48.25,29.25,24.975,22.025,1.0750000000000002,60.1,12.8,63.15,0.625,175.25,30.7,991.8,1.325,28.5601,77.1835,RK_Puram
2024-01-01 17:00:00,202.75,346.75,6.825,51.3,32.825,25.725,21.025,1.025,30.575,10.9,68.975,0.675,174.75,8.625,991.85,1.3,28.5601,77.1835,RK_Puram
2024-01-01 18:00:00,165.75,279.5,15.575,59.075,44.1,27.175,21.525,1.2,12.725,9.95,72.45,0.55,177.5,5.3,991.875,1.225,28.5601,77.1835,RK_Puram
2024-01-01 19:00:00,180.75,283.0,5.875,48.675,30.675,20.525,21.125,1.0750000000000002,15.625,9.825,72.4,0.5,197.75,5.075,991.8,1.125,28.5601,77.1835,RK_Puram
2024-01-01 20:00:00,214.5,323.75,7.449999999999999,56.75,36.2,21.475,22.55,1.05,12.5,9.7,72.6,0.4,193.5,5.074999999999999,991.8,1.05,28.5601,77.1835,RK_Puram
2024-01-01 21:00:00,261.0,413.75,6.199999999999999,61.95,38.025,20.6,22.475,1.05,12.45,9.6,73.025,0.35,184.5,5.05,991.8,0.925,28.5601,77.1835,RK_Puram
2024-01-01 22:00:00,278.75,450.25,5.05,55.575,33.675000000000004,23.0,22.575,1.1,18.625,9.45,73.525,0.4,180.25,5.05,991.85,0.8500000000000001,28.5601,77.1835,RK_Puram
2024-01-01 23:00:00,277.75,441.5,5.5,55.725,34.075,23.05,19.775,0.975,15.275,9.15,73.475,0.4,185.0,5.375,991.875,0.8,28.5601,77.1835,RK_Puram
2024-01-02 00:00:00,270.5,423.75,3.775,55.275,32.475,26.175,16.325,0.8,13.75,8.725,72.95,0.4499999999999999,186.0,5.275,991.85,0.8500000000000001,28.5601,77.1835,RK_Puram
2024-01-02 01:00:00,242.25,384.25,4.2,55.900000000000006,33.15,28.55,15.05,0.625,11.2,8.225,72.95,0.4,180.0,5.25,991.825,1.25,28.5601,77.1835,RK_Puram
2024-01-02 02:00:00,206.25,315.5,5.5,56.45,34.55,21.4,14.6,0.6,9.85,8.15,73.25,0.375,180.25,5.15,991.825,1.675,28.5601,77.1835,RK_Puram
2024-01-02 03:00:00,171.75,257.0,2.125,48.55,27.5,18.175,12.325,0.55,12.125,7.95,73.125,0.425,188.0,5.074999999999999,991.8,1.725,28.5601,77.1835,RK_Puram
2024-01-02 04:00:00,149.5,212.75,3.025,39.625,23.5,17.45,12.75,0.5,13.25,7.75,73.375,0.45,187.75,5.025,991.8,1.725,28.5601,77.1835,RK_Puram
2024-01-02 05:00:00,134.25,194.75,3.975,38.1,23.525,17.725,12.525,0.5,12.95,7.775,73.7,0.575,175.5,4.975,991.8,1.7,28.5601,77.1835,RK_Puram
2024-01-02 06:00:00,153.25,223.5,3.525,37.25,22.675,17.775,11.475,0.5,11.475,7.45,73.575,0.45,190.0,5.075,991.825,1.7,28.5601,77.1835,RK_Puram
2024-01-02 07:00:00,180.5,259.75,6.050000000000001,40.15,26.275,19.275,11.25,0.525,11.475,7.475,73.05,0.525,188.75,9.3,991.85,1.7,28.5601,77.1835,RK_Puram
2024-01-02 08:00:00,214.0,306.0,11.55,42.2,31.875,24.625,14.425,0.6499999999999999,12.625,7.85,72.05,0.425,202.0,26.725,991.85,1.8,28.5601,77.1835,RK_Puram
2024-01-02 09:00:00,242.5,354.25,16.525,42.45,36.05,23.8,15.225,0.7,15.775,8.725,69.25,0.55,195.75,69.825,991.8,1.825,28.5601,77.1835,RK_Puram
2024-01-02 10:00:00,253.25,370.25,18.975,43.475,38.6,22.125,14.175,0.75,21.825,10.15,64.4,0.9,166.0,152.125,991.8,1.975,28.5601,77.1835,RK_Puram
2024-01-02 11:00:00,244.5,362.0,15.333333333333334,48.43333333333334,38.23333333333333,18.566666666666663,13.4,0.8000000000000002,24.066666666666663,12.5,57.45,0.9,166.0,231.025,991.775,1.975,28.5601,77.1835,RK_Puram
2024-01-02 12:00:00,239.75,358.25,12.275,57.125,40.35,18.7,14.375,1.0,41.93333333333334,14.65,51.275,0.675,201.25,256.925,991.725,1.85,28.5601,77.1835,RK_Puram
2024-01-02 13:00:00,222.75,339.75,9.6,62.14999999999999,40.875,19.575,12.925,1.1,60.55,15.9,48.35,0.75,194.0,227.9,991.7,1.825,28.5601,77.1835,RK_Puram
2024-01-02 14:00:00,194.5,317.0,5.35,61.5,37.05,21.675,11.825,1.2,98.8,16.225,46.525,0.65,195.5,125.9,991.75,1.7,28.5601,77.1835,RK_Puram
2024-01-02 15:00:00,171.25,306.5,5.325,62.975,37.825,22.325,9.9,1.25,98.125,15.4,49.55,0.425,216.75,57.55,991.775,1.725,28.5601,77.1835,RK_Puram
2024-01-02 16:00:00,159.25,285.5,3.625,62.875,36.4,23.675,10.625,1.2,94.025,13.95,52.825,0.35,191.5,29.2,991.8,1.7,28.5601,77.1835,RK_Puram
2024-01-02 17:00:00,162.25,297.0,6.25,88.67500000000001,52.275000000000006,24.35,11.425,1.475,41.7,11.65,59.8,0.3,187.0,8.725,991.8,1.9,28.5601,77.1835,RK_Puram
2024-01-02 18:00:00,196.25,338.5,76.57499999999999,102.7,117.05,28.925,16.950000000000003,2.2,13.7,9.7,68.875,0.3,174.25,5.15,991.9,1.95,28.5601,77.1835,RK_Puram
2024-01-02 19:00:00,273.0,426.25,98.8,55.9,110.3,17.9,29.025,,15.5,8.65,73.95,0.3,173.75,5.325,992.075,1.925,28.5601,77.1835,RK_Puram
2024-01-02 20:00:00,321.0,484.25,44.55,39.175,57.175,15.45,30.200000000000003,,11.7,8.425,77.275,0.35,174.5,5.225,992.1,1.9,28.5601,77.1835,RK_Puram
2024-01-02 21:00:00,274.0,430.5,32.875,34.0,44.925,15.625,30.525,2.025,11.15,8.225,78.95,0.375,181.0,5.2,992.225,1.825,28.5601,77.1835,RK_Puram
2024-01-02 22:00:00,292.0,450.5,27.125,30.0,38.1,15.0,29.4,1.875,10.075,8.025,80.35,0.325,161.5,5.2,992.4,1.75,28.5601,77.1835,RK_Puram
2024-01-02 23:00:00,263.75,408.0,20.775,28.825,32.25,16.975,22.4,1.5,9.35,8.175,80.325,0.4,166.5,5.55,992.275,1.7,28.5601,77.1835,RK_Puram
2024-01-03 00:00:00,207.75,330.0,17.0,32.075,30.925,20.9,21.95,1.35,8.55,7.65,80.7,0.35,192.75,5.65,992.325,1.6,28.5601,77.1835,RK_Puram
2024-01-03 01:00:00,208.0,324.75,11.825,40.375,31.15,25.075,20.05,1.225,10.85,7.15,81.875,0.35,192.75,5.675,992.675,1.525,28.5601,77.1835,RK_Puram
2024-01-03 02:00:00,189.5,308.5,5.45,50.6,31.35,24.7,19.1,1.15,9.525,7.15,82.95,0.375,210.5,5.574999999999999,992.8,1.5750000000000002,28.5601,77.1835,RK_Puram
2024-01-03 03:00:00,179.25,295.75,3.933333333333333,36.475,20.825000000000003,18.5,15.2,1.15,11.575,7.25,83.725,0.375,201.0,5.35,993.8,1.65,28.5601,77.1835,RK_Puram
2024-01-03 04:00:00,178.0,268.25,3.725,32.0,20.05,18.725,17.85,1.15,11.8,7.375,84.325,0.4,209.75,5.15,994.825,1.65,28.5601,77.1835,RK_Puram
2024-01-03 05:00:00,169.75,288.0,3.975,30.0,19.175,19.6,16.725,1.1,13.75,7.4,84.675,0.5,184.5,5.125,994.7,1.65,28.5601,77.1835,RK_Puram
2024-01-03 06:00:00,159.75,283.75,4.35,28.05,18.425,20.95,16.075,1.1,15.575,7.5,84.92500000000001,0.55,173.0,5.225,995.2,1.7,28.5601,77.1835,RK_Puram
2024-01-03 07:00:00,148.5,255.5,5.575,28.0,19.425,23.7,12.925,1.125,16.275,7.525,85.125,0.375,197.75,6.85,995.7,1.625,28.5601,77.1835,RK_Puram
2024-01-03 08:00:00,150.75,249.5,13.35,38.975,31.6,29.225,15.075,1.225,11.0,7.75,85.05,0.7,145.5,13.875,995.025,1.675,28.5601,77.1835,RK_Puram
2024-01-03 09:00:00,172.5,289.25,13.825,45.85,35.675,29.225,17.025,1.25,13.4,8.1,84.6,0.6,189.25,32.55,993.45,1.675,28.5601,77.1835,RK_Puram
2024-01-03 10:00:00,184.0,288.5,13.35,51.75,38.375,28.6,17.05,1.375,20.0,9.2,82.8,0.45,209.0,67.075,992.325,1.9,28.5601,77.1835,RK_Puram
2024-01-03 11:00:00,208.0,300.5,18.225,52.5,42.8,22.575,15.775,1.55,25.45,10.325,78.225,0.525,186.25,90.975,991.95,2.1,28.5601,77.1835,RK_Puram
2024-01-03 12:00:00,222.5,332.75,15.825,63.3,46.55,24.025,18.6,1.6,30.45,12.6,70.525,0.575,198.75,184.475,991.825,2.325,28.5601,77.1835,RK_Puram
2024-01-03 13:00:00,234.75,347.25,9.25,60.6,39.775,22.75,18.425,1.425,51.075,14.4,61.65,0.8500000000000001,195.75,184.275,991.8,2.35,28.5601,77.1835,RK_Puram
2024-01-03 14:00:00,235.75,331.5,11.125,76.475,49.7,23.35,20.225,2.05,39.4,14.225,61.475,0.8,188.25,105.15,991.8,2.575,28.5601,77.1835,RK_Puram
2024-01-03 15:00:00,275.75,415.75,8.025,69.475,43.5,25.775,17.375,1.85,46.475,13.4,63.775,0.475,213.75,59.95,991.825,2.4,28.5601,77.1835,RK_Puram
2024-01-03 16:00:00,268.25,408.5,6.675,64.45,39.725,30.9,17.3,1.675,42.65,12.25,66.5,0.45,182.25,29.25,991.875,2.275,28.5601,77.1835,RK_Puram
2024-01-03 17:00:00,255.0,396.75,12.175,75.6,50.15,31.4,16.675,1.75,17.5,10.725,71.325,0.45,162.75,8.875,991.975,2.125,28.5601,77.1835,RK_Puram
2024-01-03 18:00:00,248.25,384.5,22.875,78.6,60.4,32.925,18.25,2.0,11.7,9.775,75.32499999999999,0.3,174.5,5.55,992.175,1.925,28.5601,77.1835,RK_Puram
2024-01-03 19:00:00,246.0,359.0,47.925,69.3,75.9,25.775,20.625,2.3,11.4,9.125,77.475,0.3,186.25,5.300000000000001,992.25,1.8,28.5601,77.1835,RK_Puram
2024-01-03 20:00:00,263.25,382.5,100.15,62.275,114.75,29.05,27.625,,11.775,8.525,79.525,0.3,183.25,5.175,992.5,1.875,28.5601,77.1835,RK_Puram
2024-01-03 21:00:00,320.75,457.25,114.975,51.675,121.2,29.375,33.85,,11.6,8.1,80.8,0.3,201.0,5.225,993.175,1.975,28.5601,77.1835,RK_Puram
2024-01-03 22:00:00,313.25,451.5,61.075,54.925,79.0,27.65,30.525,1.9666666666666668,9.875,7.85,81.95,0.3,166.75,5.325,993.225,1.95,28.5601,77.1835,RK_Puram
2024-01-03 23:00:00,233.25,382.75,36.975,53.375,58.525,28.4,20.575,1.625,10.25,7.525,82.625,0.325,182.75,5.75,993.025,1.8,28.5601,77.1835,RK_Puram
2024-01-04 00:00:00,214.75,343.75,17.55,39.225,35.175,30.475,21.3,1.4,8.85,6.975,83.3,0.5,178.5,5.7,993.05,1.625,28.5601,77.1835,RK_Puram
2024-01-04 01:00:00,210.75,346.5,13.575,32.65,28.45,30.35,19.925,1.3,10.3,7.175,83.8,0.375,185.75,5.675,992.775,1.55,28.5601,77.1835,RK_Puram
2024-01-04 02:00:00,210.5,344.0,6.8,35.0,24.15,21.9,17.8,1.25,9.775,7.65,83.25,0.475,182.75,5.65,992.45,1.55,28.5601,77.1835,RK_Puram
2024-01-04 03:00:00,211.75,319.0,3.766666666666667,20.775,11.625,14.475,15.4,1.125,12.625,7.95,81.9,0.575,195.75,5.25,992.3,1.5750000000000002,28.5601,77.1835,RK_Puram
2024-01-04 04:00:00,206.0,281.75,3.85,15.05,11.175,13.075,14.875,0.95,14.15,7.8,81.2,0.45,177.5,5.225,992.3,1.675,28.5601,77.1835,RK_Puram
2024-01-04 05:00:00,190.25,288.0,4.15,14.775,11.225,13.725,14.275,1.0,14.3,7.75,81.25,0.4499999999999999,165.75,5.175,992.3,1.775,28.5601,77.1835,RK_Puram
2024-01-04 06:00:00,188.75,292.5,6.35,16.9,14.175,14.775,15.9,1.05,10.5,8.05,80.95,0.325,185.25,5.25,992.3,1.8,28.5601,77.1835,RK_Puram
2024-01-04 07:00:00,196.25,302.5,23.525,21.875,30.825,17.275,14.75,1.2,10.0,8.1,80.15,0.5,182.75,6.725,992.3,1.8,28.5601,77.1835,RK_Puram
2024-01-04 08:00:00,215.0,325.0,16.1,24.1,25.975,23.1,17.325,1.175,9.725,8.1,80.175,0.6499999999999999,187.0,12.45,992.3,1.85,28.5601,77.1835,RK_Puram
2024-01-04 09:00:00,229.25,360.5,19.05,24.375,28.475,23.775,17.775,1.25,11.125,8.5,80.85,0.725,175.0,25.6,992.325,1.9,28.5601,77.1835,RK_Puram
2024-01-04 10:00:00,250.5,497.25,20.175,30.25,32.55,25.75,17.675,1.4,10.875,9.225,79.725,0.8,175.25,44.425,992.175,1.975,28.5601,77.1835,RK_Puram
2024-01-04 11:00:00,271.25,675.75,17.125,27.775,28.75,17.475,17.875,1.625,13.55,10.025,77.725,0.725,199.0,58.675,992.0,2.125,28.5601,77.1835,RK_Puram
2024-01-04 12:00:00,288.25,459.25,12.0,26.75,24.05,18.45,20.175,1.55,14.875,10.35,75.325,0.7749999999999999,196.25,49.75,991.95,2.125,28.5601,77.1835,RK_Puram
2024-01-04 13:00:00,302.0,478.75,13.9,27.175,25.775,19.25,20.45,1.725,14.25,10.3,74.8,0.675,187.0,35.175,991.925,1.925,28.5601,77.1835,RK_Puram
2024-01-04 14:00:00,298.75,467.0,13.625,23.25,23.45,18.775,19.425,1.6,12.825,10.125,75.925,0.775,189.75,45.45,992.0,1.825,28.5601,77.1835,RK_Puram
2024-01-04 15:00:00,276.25,417.0,15.0,22.95,24.425,22.0,15.0,1.475,12.375,10.45,76.0,0.675,188.5,49.725,992.05,2.1500000000000004,28.5601,77.1835,RK_Puram
2024-01-04 16:00:00,268.75,399.5,17.2,28.025,28.95,27.825,16.775,1.65,11.075,10.3,76.875,0.525,193.5,20.975,992.1,2.1750000000000003,28.5601,77.1835,RK_Puram
2024-01-04 17:00:00,279.0,421.5,21.625,24.2,30.5,28.425,17.5,1.775,10.75,10.0,78.125,0.425,192.0,8.025,992.2,2.075,28.5601,77.1835,RK_Puram
2024-01-04 18:00:00,277.75,426.75,26.05,23.45,33.7,28.675,19.4,2.05,11.5,9.825,79.5,0.475,182.5,5.6,992.275,1.975,28.5601,77.1835,RK_Puram
2024-01-04 19:00:00,283.0,418.5,24.9,27.625,35.0,23.825,21.35,2.05,12.05,9.9,79.95,0.4499999999999999,176.75,5.275,992.225,1.975,28.5601,77.1835,RK_Puram
2024-01-04 20:00:00,286.75,425.75,25.625,28.35,36.0,26.35,22.35,2.1500000000000004,10.375,9.875,80.575,0.45,162.5,5.225,992.275,1.925,28.5601,77.1835,RK_Puram
2024-01-04 21:00:00,289.75,450.25,20.75,26.175,30.85,28.0,22.825,1.825,9.9,9.725,81.25,0.525,180.0,5.15,992.3,1.9,28.5601,77.1835,RK_Puram
2024-01-04 22:00:00,255.25,401.5,12.0,25.6,23.425,28.075000000000003,18.925,1.6,9.325,9.8,81.5,0.325,202.0,5.25,992.425,1.9,28.5601,77.1835,RK_Puram
2024-01-04 23:00:00,226.5,358.75,14.1,21.675,23.05,29.45,16.275,1.5,9.65,9.65,82.525,0.325,172.5,5.625,992.6,1.9,28.5601,77.1835,RK_Puram
2024-01-05 00:00:00,228.0,386.0,15.025,19.75,22.75,33.875,21.25,1.6,9.35,9.5,83.65,0.325,177.5,5.75,992.975,1.875,28.5601,77.1835,RK_Puram
2024-01-05 01:00:00,219.75,394.5,13.35,25.85,24.625,38.975,22.65,1.475,11.2,9.575,84.425,0.325,184.5,5.575,994.05,1.8,28.5601,77.1835,RK_Puram
2024-01-05 02:00:00,198.0,363.0,9.45,30.3,23.85,35.1,21.8,1.2,9.425,9.6,84.6,0.3,182.0,5.6,993.0,1.7,28.5601,77.1835,RK_Puram
2024-01-05 03:00:00,202.25,362.75,6.7,27.85,20.275,25.625,19.35,1.35,10.975,9.575,84.825,0.375,173.75,5.275,993.2,1.7,28.5601,77.1835,RK_Puram
2024-01-05 04:00:00,173.5,288.5,3.225,21.8,14.2,28.475,18.75,0.925,19.225,9.55,85.025,0.3,189.25,5.175,993.2,1.6,28.5601,77.1835,RK_Puram
2024-01-05 05:00:00,130.5,228.25,3.6,22.5,14.9,30.6,19.3,0.975,19.025,9.625,85.025,0.3,188.25,5.2,992.925,1.6,28.5601,77.1835,RK_Puram
2024-01-05 06:00:00,130.75,221.75,3.85,20.825,14.225,28.225,15.675,0.725,18.2,9.625,85.025,0.325,165.0,5.325,993.05,1.525,28.5601,77.1835,RK_Puram
2024-01-05 07:00:00,129.25,219.75,4.225,26.475,17.525,33.9,14.3,0.75,16.0,9.65,85.125,0.3,161.75,6.875,993.025,1.4249999999999998,28.5601,77.1835,RK_Puram
2024-01-05 08:00:00,138.75,233.25,8.375,29.275,22.45,36.875,16.925,1.0,13.1,9.8,85.125,0.3,178.0,13.9,992.9,1.4,28.5601,77.1835,RK_Puram
2024-01-05 09:00:00,147.5,259.0,14.85,36.8,31.7,35.45,16.025,1.05,11.15,10.225,84.825,0.3,183.75,23.975,992.675,1.4,28.5601,77.1835,RK_Puram
2024-01-05 10:00:00,155.0,269.0,27.8,38.625,43.25,33.075,16.0,1.275,10.925,10.775,84.0,0.3,185.5,39.5,992.425,1.45,28.5601,77.1835,RK_Puram
2024-01-05 11:00:00,176.0,289.25,28.475,46.05,47.7,28.275,16.675,1.35,12.35,11.85,82.05,0.4,229.75,54.35,992.125,1.7,28.5601,77.1835,RK_Puram
2024-01-05 12:00:00,190.75,298.75,24.35,54.15,48.625,32.85,18.9,1.45,12.55,12.3,79.275,0.4,180.75,54.55,992.025,1.825,28.5601,77.1835,RK_Puram
2024-01-05 13:00:00,205.75,327.0,14.55,61.375,44.475,32.925,21.875,1.475,15.8,12.825,75.975,0.325,200.75,36.8,991.9,1.925,28.5601,77.1835,RK_Puram
2024-01-05 14:00:00,220.5,338.5,31.725,63.875,59.8,30.475,22.075,1.95,12.425,12.575,75.375,0.425,181.0,21.725,992.05,1.925,28.5601,77.1835,RK_Puram
2024-01-05 15:00:00,291.5,457.75,26.975,59.375,53.575,34.325,21.4,2.1,11.775,12.075,77.15,0.325,196.25,15.975,992.2,1.85,28.5601,77.1835,RK_Puram
2024-01-05 16:00:00,305.5,512.25,25.4,50.2,47.4,39.9,22.925,2.05,10.85,11.875,78.25,0.475,182.75,14.575,992.225,1.7,28.5601,77.1835,RK_Puram
2024-01-05 17:00:00,274.0,452.5,25.475,41.575,42.900000000000006,38.75,22.025,1.825,10.15,11.575,79.35,0.6,177.0,7.225,992.275,1.6,28.5601,77.1835,RK_Puram
2024-01-05 18:00:00,229.25,359.5,29.575,40.525,45.675,38.925,23.325,1.9,10.65,11.4,79.875,0.525,176.0,5.6,992.275,1.325,28.5601,77.1835,RK_Puram
2024-01-05 19:00:00,231.25,338.0,30.775,39.5,46.125,30.45,23.775,2.0,10.6,11.325,80.125,0.35,194.0,5.3500000000000005,992.3,1.3,28.5601,77.1835,RK_Puram
2024-01-05 20:00:00,230.5,357.25,26.95,41.475,44.0,33.25,27.25,1.975,10.4,11.1,80.35,0.3,179.5,5.3,992.275,1.2,28.5601,77.1835,RK_Puram
2024-01-05 21:00:00,214.75,326.0,29.75,38.525,44.75,34.425,26.7,1.975,9.725,10.925,80.6,0.35,184.25,5.225,992.3,1.125,28.5601,77.1835,RK_Puram
2024-01-05 22:00:00,200.75,317.25,31.55,37.475,45.675,31.0,25.05,1.7,8.625,10.65,80.925,0.525,163.25,5.325,992.325,1.15,28.5601,77.1835,RK_Puram
2024-01-05 23:00:00,176.5,275.0,18.1,39.475,35.7,33.725,20.075,1.55,9.025,10.375,81.175,0.35,167.75,5.574999999999999,992.325,1.1,28.5601,77.1835,RK_Puram
2024-01-06 00:00:00,166.25,253.75,16.974999999999998,38.925,34.575,38.475,19.1,1.275,9.45,10.25,81.3,0.35,171.75,5.525,992.375,1.025,28.5601,77.1835,RK_Puram
2024-01-06 01:00:00,153.25,246.5,7.325,35.25,24.675,42.475,18.95,1.125,10.75,10.175,81.42500000000001,0.35,185.5,5.5,992.35,1.0750000000000002,28.5601,77.1835,RK_Puram
2024-01-06 02:00:00,134.0,220.0,5.199999999999999,29.45,19.95,31.6,18.5,0.9,10.6,9.875,81.5,0.3,205.75,5.55,992.325,1.0750000000000002,28.5601,77.1835,RK_Puram
2024-01-06 03:00:00,120.5,197.0,3.9,26.725,17.45,25.525,17.55,0.825,13.8,9.5,81.075,0.425,208.25,5.3,992.225,0.95,28.5601,77.1835,RK_Puram
2024-01-06 04:00:00,125.0,190.75,4.0,27.7,18.0,28.475,16.025,0.775,13.275,9.375,80.55,0.375,191.75,5.125,992.2,0.925,28.5601,77.1835,RK_Puram
2024-01-06 05:00:00,128.75,198.5,6.225,32.275,22.225,31.3,17.475,0.875,10.55,9.15,80.42500000000001,0.3,206.25,5.225,992.2,0.9,28.5601,77.1835,RK_Puram
2024-01-06 06:00:00,141.75,225.5,8.075,34.3,24.825,32.349999999999994,17.05,0.9,9.55,9.0,80.5,0.3,163.5,5.25,992.225,0.9,28.5601,77.1835,RK_Puram
2024-01-06 07:00:00,145.0,229.0,18.25,34.5,33.225,33.775,14.275,0.95,9.25,8.825,80.7,0.425,183.5,12.05,992.3,0.925,28.5601,77.1835,RK_Puram
2024-01-06 08:00:00,143.0,232.5,20.05,37.85,36.5,39.425,15.2,1.025,10.55,8.975,80.55,0.375,151.0,35.575,992.175,0.9,28.5601,77.1835,RK_Puram
2024-01-06 09:00:00,157.75,255.75,21.4,41.8,39.675,38.8,16.325,1.0750000000000002,11.65,10.075,77.75,0.5,151.0,59.275,992.025,1.125,28.5601,77.1835,RK_Puram
2024-01-06 10:00:00,169.5,275.75,21.925,44.35,41.45,37.6,16.4,1.15,14.5,11.15,73.675,0.55,183.5,90.1,991.9,1.25,28.5601,77.1835,RK_Puram
2024-01-06 11:00:00,181.25,296.25,14.45,32.6,21.975,21.825,15.15,1.175,17.075,12.075,68.875,0.475,185.75,97.65,991.8,1.4,28.5601,77.1835,RK_Puram
2024-01-06 12:00:00,186.5,287.25,1.9666666666666668,2.2,2.2333333333333334,4.2,18.2,1.2,19.75,12.6,65.975,0.425,214.25,88.5,991.8,1.5,28.5601,77.1835,RK_Puram
2024-01-06 13:00:00,193.25,311.5,3.1333333333333333,0.5,2.7750000000000004,3.025,18.55,1.225,29.25,13.475,62.125,0.575,180.5,112.325,991.775,1.625,28.5601,77.1835,RK_Puram
2024-01-06 14:00:00,207.25,321.75,3.3666666666666667,0.25,2.8,2.775,17.5,1.425,31.975,14.6,58.925,0.575,196.75,111.2,991.8,1.15,28.5601,77.1835,RK_Puram
2024-01-06 15:00:00,231.75,360.75,2.75,0.775,2.675,2.95,16.35,1.4,38.35,13.9,60.475,0.35,208.25,65.225,991.8,0.525,28.5601,77.1835,RK_Puram
2024-01-06 16:00:00,243.5,376.25,3.275,1.575,3.5,3.425,18.925,1.6,33.875,13.0,62.8,0.35,175.0,31.5,991.9,0.425,28.5601,77.1835,RK_Puram
2024-01-06 17:00:00,262.5,406.25,6.574999999999999,8.0,9.625,6.074999999999999,21.425,1.95,14.9,11.7,67.65,0.35,199.0,8.55,991.9,0.325,28.5601,77.1835,RK_Puram
2024-01-06 18:00:00,281.0,448.5,5.0,7.95,8.325,7.324999999999999,22.725,1.875,12.125,10.975,70.775,0.4,197.25,5.525,991.9,0.225,28.5601,77.1835,RK_Puram
2024-01-06 19:00:00,260.5,418.25,5.675,7.875,8.775,6.175,23.75,1.85,11.875,10.575,71.775,0.4,175.0,5.2,991.875,0.2,28.5601,77.1835,RK_Puram
2024-01-06 20:00:00,255.0,403.5,5.074999999999999,3.425,5.95,4.25,24.8,1.725,10.375,10.275,71.5,0.325,173.0,5.15,991.9,0.2,28.5601,77.1835,RK_Puram
2024-01-06 21:00:00,234.0,373.75,6.9,3.225,7.325,4.475,25.1,1.875,10.625,9.425,73.57499999999999,0.3,169.25,5.2,991.925,0.1,28.5601,77.1835,RK_Puram
2024-01-06 22:00:00,231.5,363.75,4.75,1.925,4.875,4.1,24.9,1.775,9.175,8.1,76.35000000000001,0.3,164.0,5.225,992.125,0.1,28.5601,77.1835,RK_Puram
2024-01-06 23:00:00,222.75,338.0,22.46666666666667,7.0,17.95,8.45,22.65,2.075,9.375,7.2,78.9,0.3,194.25,5.675,992.4,0.1,28.5601,77.1835,RK_Puram
